Sample_ID,Grade,Prep_of_Mining__Electricity_kWh,Prep_of_Mining__Carbon_kgCO2e,Prep_of_Mining__NaturalGas_Nm3,Prep_of_Mining__WasteWater_L,Prep_of_Mining__LiquidFuel_L,Prep_of_Mining__Fluorine_g,Prep_of_Mining__SO2_g,Actual_Mining__Electricity_kWh,Actual_Mining__Carbon_kgCO2e,Actual_Mining__NaturalGas_Nm3,Actual_Mining__WasteWater_L,Actual_Mining__LiquidFuel_L,Actual_Mining__Fluorine_g,Actual_Mining__SO2_g,Grinding__Electricity_kWh,Grinding__Carbon_kgCO2e,Grinding__NaturalGas_Nm3,Grinding__WasteWater_L,Grinding__LiquidFuel_L,Grinding__Fluorine_g,Grinding__SO2_g,Pressure_Digestion__Electricity_kWh,Pressure_Digestion__Carbon_kgCO2e,Pressure_Digestion__NaturalGas_Nm3,Pressure_Digestion__WasteWater_L,Pressure_Digestion__LiquidFuel_L,Pressure_Digestion__Fluorine_g,Pressure_Digestion__SO2_g,Clarification__Electricity_kWh,Clarification__Carbon_kgCO2e,Clarification__NaturalGas_Nm3,Clarification__WasteWater_L,Clarification__LiquidFuel_L,Clarification__Fluorine_g,Clarification__SO2_g,Precipitation__Electricity_kWh,Precipitation__Carbon_kgCO2e,Precipitation__NaturalGas_Nm3,Precipitation__WasteWater_L,Precipitation__LiquidFuel_L,Precipitation__Fluorine_g,Precipitation__SO2_g,Seed_Separation__Electricity_kWh,Seed_Separation__Carbon_kgCO2e,Seed_Separation__NaturalGas_Nm3,Seed_Separation__WasteWater_L,Seed_Separation__LiquidFuel_L,Seed_Separation__Fluorine_g,Seed_Separation__SO2_g,Washing_Filtering_1__Electricity_kWh,Washing_Filtering_1__Carbon_kgCO2e,Washing_Filtering_1__NaturalGas_Nm3,Washing_Filtering_1__WasteWater_L,Washing_Filtering_1__LiquidFuel_L,Washing_Filtering_1__Fluorine_g,Washing_Filtering_1__SO2_g,Washing_Filtering_2__Electricity_kWh,Washing_Filtering_2__Carbon_kgCO2e,Washing_Filtering_2__NaturalGas_Nm3,Washing_Filtering_2__WasteWater_L,Washing_Filtering_2__LiquidFuel_L,Washing_Filtering_2__Fluorine_g,Washing_Filtering_2__SO2_g,Calcination__Electricity_kWh,Calcination__Carbon_kgCO2e,Calcination__NaturalGas_Nm3,Calcination__WasteWater_L,Calcination__LiquidFuel_L,Calcination__Fluorine_g,Calcination__SO2_g,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,Total__LiquidFuel_L,flourine_g,so2_g
H-106,High,0.015251024618314207,0.009856009850462182,0.0009901448588536196,0.12010252457677038,0.0035642339642671,0.00020205644158929545,0.001492530976600245,0.040048869199504324,0.02521954252222001,0.00306568505872093,0.2972857909386035,0.008389136387130592,0.0004980727346405519,0.0039663973144526835,0.11972427299124165,0.07007849933687713,0.004909788074419605,0.5039815674046824,0.005825302680003966,0.0008175598752539443,0.005512510959139453,0.28210021307922045,0.15771870731692,0.019840758771562127,1.010875675190259,0.012037178902321168,0.0011728808651245983,0.0070856505391461,0.10229750393466905,0.05649227925971351,0.004100078032405688,0.6559236642942903,0.0040158577759305545,0.0004080815173291862,0.0029340379991982706,0.08793956917974813,0.04831762470394421,0.0034484415282525606,0.45988524457174135,0.0024931282772142787,0.0005880595621701109,0.0024812407789415454,0.050016262555644835,0.02803047934450029,0.0019792142061619516,0.294533224454291,0.0014932467849000598,0.00030083583569833226,0.002046170467261413,0.0665104727035825,0.03917532907866726,0.001429252385755971,0.48655447303700156,0.002089953962201032,0.00024175172644284667,0.002143513937707496,0.04460318779408716,0.02601869171736646,0.0009766259869305688,0.31948263887061296,0.0013790809822517632,0.00015746656529662333,0.001354814759779286,0.35305420337020343,0.2170822600536001,0.02983005633739778,0.1964146423106768,0.015172713384436598,0.0009870781190344723,0.009000128850982107,1.1611720117044066,0.6860301786473622,0.07212226061249827,4.29008627344274,0.05635987526920539,0.005421288704992491,0.038186334735731096
H-107,High,0.015363026066685732,0.009783825862547833,0.0010000386934001313,0.12025269218499762,0.003554611670993544,0.00019875347763411217,0.0014864797356470547,0.04066553243656725,0.025186490812325362,0.0029933959873266994,0.3025315722272789,0.008591916848608484,0.0005076222086574707,0.003930797363044665,0.11989907647001224,0.0723951426509351,0.005102179401282691,0.49650402551201833,0.005909046568004067,0.0007927283417436088,0.005456414468613562,0.2885915015977742,0.15980349322123574,0.019906619342396376,1.0281885689592973,0.012293866805151604,0.0011756007079338805,0.007135556053076021,0.09828779649934842,0.058287878650334725,0.003989914124649883,0.6641527864711841,0.004009741643176426,0.00039909368348660466,0.003017012262731241,0.09289343298515265,0.04996559171881233,0.0035415108241910005,0.4436544189895345,0.0025091094840842087,0.0006012983908998164,0.0024512765092302162,0.0505025341111969,0.02778197256235427,0.0019723827468274527,0.29619375423961075,0.0015274858930814064,0.0003021698131008006,0.0019858937546273227,0.06829880944091758,0.03966020130419248,0.0014710925806421678,0.4855285312686832,0.0021256308749843535,0.00024204669509221647,0.0020784787674810465,0.043530808761299083,0.025340638143469176,0.0009944621467454986,0.31860114937991124,0.0013924014781131167,0.00015978409213113925,0.0014407503811414884,0.3525429604937829,0.21990279582235295,0.029328009873818846,0.2067638014733585,0.014501172757747623,0.000991866618690998,0.00915648840841441,1.1646185698636229,0.6946779627640318,0.07154820538167324,4.32982064815996,0.056621890932575705,0.005430315303607056,0.03799294157099217
H-108,High,0.015308792553074888,0.009327339591732221,0.0010175394736062296,0.12045820723205869,0.003626660931395811,0.00019834460739326254,0.0014737970797763238,0.040164272172718805,0.024175695544071084,0.0028923682785085268,0.30259831324610587,0.008219886321274692,0.0004945917439664401,0.004038956699141639,0.11565533385823049,0.07265928969724814,0.0049311725290986964,0.4905283356346374,0.00597292208447337,0.0007938861974572628,0.005655946592347666,0.2819266025666423,0.1592924206218701,0.020120174569283132,1.0245469519762875,0.011977759287240323,0.0012020466269523627,0.0070970971353268054,0.1026118222683328,0.05748077660691093,0.004014387511272501,0.6586103104397257,0.004012458724007443,0.0003889873929866924,0.003077591176029933,0.09097921216244502,0.0504167197982329,0.003480241388880045,0.4665115943648435,0.002539852771497733,0.0006010027863880626,0.00246758983919657,0.049904577225588435,0.028158623622299154,0.0019772269076879672,0.2965448670699527,0.0015090438779607864,0.00030502553545184687,0.0019716223717983435,0.06982848632364672,0.03881401361892894,0.0014546699816259988,0.490016888841385,0.0021158451306707913,0.00024252853449604044,0.0020725621271412884,0.04460973519694759,0.026933390035162652,0.0009916797238839227,0.32372349241934484,0.001383379763965519,0.00015762715579031752,0.0013943274903584165,0.35397526771566284,0.2194979463758878,0.030187995780691864,0.2066803549255931,0.015274713086913114,0.0010027333273329069,0.009072806531110771,1.1737617305511265,0.6905293636060397,0.07129004037222084,4.377122234538225,0.0560121289846552,0.005393596944545098,0.03810378055119652
H-109,High,0.01511380916827237,0.009693385785780068,0.001015585397160369,0.11912584490183155,0.0034518633905865487,0.00020556733983884826,0.0015044500525481876,0.03996925057284085,0.025334371761801682,0.0029417104190999233,0.30076085419572157,0.008138600845571727,0.0005097137694063983,0.003909676977267871,0.11795118590346206,0.07213680948795954,0.005073528157328313,0.49964451197859727,0.006041463886789938,0.0008119221310068326,0.0056210669404161,0.27355383982378223,0.15818640192817296,0.020067349613108503,1.0326967750767444,0.011981442298249441,0.001225624930633874,0.007062971846778446,0.09959774929713269,0.056884728655536475,0.004013401193886402,0.6470161241244895,0.003971067409331462,0.00040118286490188853,0.003032557949483543,0.09198971606780636,0.05020876034660309,0.0034804539929897114,0.4515959665869809,0.0026087866621693177,0.0005918281542202871,0.0025277188294711554,0.05025506120028691,0.02832634689537598,0.002049389082121453,0.3013224704087483,0.001514280568818622,0.00030205888533824105,0.0019978327121012002,0.06801588547718775,0.038920944816066935,0.0014514495080274238,0.4825622181254645,0.002108895216630018,0.00024008694816419647,0.002101035763571284,0.0442630267926871,0.025569067177592497,0.0009774946372383157,0.3244502658744033,0.0014138636585332163,0.000159343539004515,0.0014346307444927414,0.3564353779591854,0.22120540787407933,0.031217473359669318,0.1957130603390801,0.014825741739787917,0.0009900766542958372,0.009008185798260293,1.1622410845528695,0.6869643351146903,0.07052746908868943,4.332854388684857,0.05602421665201943,0.005431420194423696,0.038294862008139176
H-110,High,0.015183827673277661,0.009743497675124788,0.0010106435393088975,0.12223973323921737,0.0034449510129875814,0.00019866277623239813,0.001461595349206265,0.04027120459129805,0.025602365645825773,0.002961138102547304,0.2956768733398284,0.008415824614287215,0.0005111557382330997,0.003954546114176178,0.11677477567011565,0.07361799843862088,0.004987847106883272,0.5003293731330317,0.00606231626718483,0.0008093901483970306,0.005516352851072057,0.2775442807074292,0.15807510615384573,0.020037767616989586,1.0273446632850642,0.011986511407066476,0.0011782906130291015,0.007074212201560803,0.09952600602190369,0.058271121883168804,0.003918601456439732,0.6556341054286959,0.00396824587426832,0.00040093579765740215,0.0030583844464850546,0.08966598360349577,0.05021691612193886,0.003476023213782159,0.4528341770116718,0.002498358780609715,0.0005959763537565476,0.0025175654076224946,0.05038945600841874,0.028932758536196073,0.0020201863864410287,0.29769632506553884,0.0015423474683890891,0.0002976819576843074,0.0020149145265398074,0.06863659172554727,0.03952444001442617,0.0014282428761455087,0.4833164083629577,0.002077654812168371,0.00023559654595701278,0.00204361446512273,0.04441322442931767,0.02580553129223772,0.001008481137183988,0.3162252052764072,0.0014637832512886463,0.0001590046362675678,0.0014273435439382128,0.3594084884860949,0.22334912278552677,0.029800976926302417,0.20578637103976463,0.01490960532691295,0.0010054861732736293,0.009048405900338298,1.1628021319667585,0.6873917302234392,0.07026342522447518,4.33670984625281,0.05654365090454327,0.0053761246931133926,0.03811081868445927
H-111,High,0.015158621041340012,0.009632901248212032,0.0009964551650095852,0.12112290316473417,0.0035907216256449697,0.00019568695982926694,0.0014755034095600493,0.03971748682294339,0.025137221287611262,0.00291153625249841,0.29547667239467673,0.00837235699618288,0.0005076353431784443,0.0040093604238610235,0.1200646299178366,0.07211685143582518,0.005111627047479763,0.5057335517712275,0.00587480061895216,0.0008126270380149112,0.005555275774231706,0.295172523563435,0.1574443425955268,0.019901677025983607,0.9904521374614178,0.011889770040260312,0.001196368983481492,0.00705034466462868,0.10133118158692947,0.05834021957470785,0.003955554572902068,0.6508226915673964,0.003929707115831107,0.00039674769137493276,0.0030216434857473387,0.09000407786849347,0.05045642394794096,0.0035421095242239345,0.46594661730682724,0.0025033024616034107,0.0005944186355883919,0.002476622557538242,0.051006825837905126,0.027887762614039652,0.002041687011375197,0.30725456176724236,0.0015067662743008653,0.00030200804246596156,0.0020106948005926195,0.06719997554721792,0.039027543521176565,0.0014769653925089314,0.4923248885795638,0.002062460414837173,0.0002394600721085979,0.0021264881402252435,0.04412268596690339,0.026131157680399728,0.000982524606160292,0.3264870313628345,0.001418611426590811,0.00015967331260901348,0.0013795299158013597,0.3577936016212285,0.2161995530569992,0.029728540331024855,0.19952474434574477,0.01522617505630179,0.0010084771618365596,0.008969238137758968,1.1499934386649782,0.6873573256398515,0.07128150154884177,4.32999345175876,0.05686566633375411,0.0053898830172884535,0.03764921712616475
H-112,High,0.015032237878471882,0.009710053731050557,0.0009735184425632969,0.1210130326321057,0.0034820644561160234,0.00020105743329192188,0.0014746305256578822,0.039041831650766495,0.025319761118507787,0.0029606296731125212,0.2992562656023387,0.008514420447288432,0.0004968454338560362,0.004099166634793322,0.11682771058569799,0.0706358211060307,0.005008053794015887,0.5066750456053015,0.005940866831330242,0.000813490654716659,0.005403292670407566,0.2806013330214962,0.15861730591427614,0.019567876443798475,0.9813905271153717,0.012033050999203838,0.001218486828855575,0.007051457667951111,0.09963737769926141,0.05611742661128409,0.00394743103249917,0.6489346663351023,0.00400994976939472,0.00039904660060489965,0.0030509657738575064,0.09066439797263202,0.049846444070647575,0.0035083430890018312,0.45645948566350314,0.002472452136686771,0.0006031444209604601,0.0025663874527101682,0.05016298304912073,0.027754622312989526,0.0020048954545780207,0.2976837800252067,0.0014995869545146663,0.00029958277524312036,0.0019534273731117756,0.06761492291060464,0.04035651190459212,0.0014471182476642305,0.4866125161018606,0.0021069407637918478,0.0002349663484224178,0.0020552700303131002,0.04448459213896493,0.026110474471599827,0.0009824726530591756,0.32462982283512387,0.0013885558268925439,0.00016095183044952596,0.001416621921504957,0.35827084258917374,0.2167338952719813,0.03121449444438291,0.19677335381924255,0.015066655661962683,0.000994426131209119,0.009066715828599203,1.1618051393168145,0.6893019556002782,0.07173491362571827,4.319031662592897,0.05600755553197209,0.00532951956758391,0.038171043626123065
H-113,High,0.015440947436653361,0.009633819641380006,0.0009965652207731851,0.12045172751458995,0.003514739067351266,0.000201475268845811,0.0014576330939633096,0.03982036145239689,0.025055570648828535,0.002966508981281753,0.2947074612625815,0.008576355258870424,0.0004933356319935251,0.004103658955120247,0.12095921013206443,0.07223762864990257,0.005042149901074274,0.5010398152759837,0.005904920924931937,0.0008015336239234344,0.005497610557907735,0.2842137056873564,0.15775170393324212,0.0197876900247035,1.0396468423928285,0.012141243465012037,0.0011676996959490446,0.007106102734628343,0.10019116275983689,0.05736375701394517,0.004114994000035282,0.6538588379380708,0.003939664506212701,0.00039736448568317086,0.0030303875290237318,0.08994010389359092,0.05026586131259924,0.003424350348374193,0.449294637010071,0.0025346750434341076,0.0005916729054900224,0.0024699541815473174,0.0503780084992785,0.028343405593138717,0.002059583075182511,0.30346149236167647,0.001508018068957242,0.00030013751336358744,0.0020806219433919908,0.06718221873272441,0.03907460991223901,0.0015049883127462253,0.465414010730602,0.0020921354381923303,0.0002390496197141107,0.002087832348486556,0.04500487942172027,0.02616003552080402,0.001007836444971674,0.32062739980851807,0.0013910733534601813,0.00015539425660419568,0.0014128529690390185,0.3585640315150181,0.22004362963189938,0.029486896259966904,0.19812559445735836,0.014716037325283973,0.0009949221246281271,0.009129276364598945,1.1528220099328614,0.6862826609877402,0.07104768684276046,4.362195866903264,0.05641472452979709,0.005380244138582099,0.038427251167394406
H-114,High,0.014870916278707097,0.009633027546019034,0.0010040571054196503,0.12093697038848551,0.0034905110820155185,0.00020676417084854014,0.0014552753503927055,0.040099633113806,0.024942214334313123,0.0030584268274185837,0.29542525380491585,0.0084518707466931,0.0005013092812139165,0.004101594602206938,0.11713688272956431,0.07235306069164282,0.0049335420689893906,0.49749008825174296,0.005909044415709479,0.0008014142987549308,0.005350144861837199,0.28456509718943307,0.1567705548106969,0.01961007197487687,0.9819738762167038,0.011873486348000088,0.0011984973893231852,0.007071370734085863,0.10150030814229305,0.05699560650788746,0.003982378940253483,0.6472530749630563,0.004043708869372671,0.00040253911052094715,0.0029961065561772064,0.09098047589554611,0.050297453864356946,0.0034407156510307528,0.4458326513155434,0.0024883186155904547,0.0006116490047270751,0.0024720985429450225,0.05142172014222045,0.027619383741547324,0.0019679496325715187,0.30435029986830886,0.0015162898501536147,0.0003030612841179971,0.002027352803153391,0.06671262663422192,0.0396618314012435,0.0014866930105783326,0.47512471808601897,0.002097504584433138,0.0002428838637594049,0.002115415064916556,0.04288331190208639,0.026309261407333612,0.0010151314205965874,0.3185487257731955,0.001399856017571798,0.00016013000420523943,0.0013537648950474287,0.35225507009396717,0.21884437515062927,0.030145294355380974,0.19802641494119896,0.015007391363944298,0.0009906058321254101,0.009186381563558227,1.1674214216031522,0.6933855327296898,0.07212521164981607,4.366838949947282,0.05590886339857948,0.005404768423633283,0.037980729211250855
H-115,High,0.01501723432958043,0.009827805084126924,0.001007713050024333,0.12176440269424939,0.003551980531460692,0.00019582478586526285,0.0014765787654598401,0.04100616048510173,0.024825939490332672,0.0030640658152770507,0.30423835236654523,0.008507196120958984,0.00048968062286285,0.004031270678848223,0.12281175406036203,0.07095950250753055,0.005138131487724604,0.49746823341686247,0.0058709450062659815,0.000802296719344985,0.005373125446704972,0.2826622773872816,0.16031070632332448,0.020625361195110728,1.0134457351668087,0.012360733856129211,0.0011707262349320512,0.007017175244092338,0.10102244762732755,0.057139553509448264,0.003956632996023105,0.6624505914619085,0.0041311854574527535,0.0004045686318644729,0.00299393040845458,0.08973379848967832,0.049082039495265954,0.00352425693822867,0.46551689005400254,0.002554217674238426,0.0005964610622509288,0.0025050382060383923,0.0502560187474089,0.028918415904263813,0.0020295061654959385,0.29465654014400344,0.0014880468154381816,0.0003057355158871357,0.002020341455605955,0.06567784515327675,0.039772961490228395,0.0014700490559561017,0.47246851504370396,0.002126763248975156,0.00024256681389735904,0.0020980752293326384,0.044600255218431355,0.025747726176727066,0.0009932681081842468,0.3186539629211173,0.0013912434536701426,0.00015859364345163004,0.0014207863394655395,0.35459883437875134,0.21683073166978523,0.02991345989743644,0.19582228300489854,0.014818407898220158,0.0010184205289637698,0.009100731135176817,1.1635317923505946,0.6804133734587041,0.07191744004620283,4.332408980315406,0.05632115458581963,0.0053581049467107695,0.03810727700988701
H-116,High,0.014929703352252242,0.009545569528742595,0.0009978242308700603,0.11925663748948075,0.0035765929230933092,0.00020042521118822436,0.0014847685027664745,0.03998908670440106,0.02485312007694938,0.0029575463128900747,0.3001964241310392,0.008447145646200608,0.0005035644569331603,0.004098446388814793,0.12060008157612961,0.07324719097817434,0.004832974316248398,0.5063271019581134,0.005964746814775482,0.0008084320544210033,0.005587161220572482,0.2825692214265902,0.15679864924467934,0.020357814578685414,0.9947325512097092,0.01188726593194494,0.0011848881880878257,0.00699970784314119,0.10058743857334018,0.05780301055473317,0.0040498148822921114,0.6575423221452978,0.003936397434132664,0.00039664827081889383,0.0030075324808308424,0.08933130776670754,0.04949879748063425,0.00345520747297861,0.4580553149768476,0.0025239636558151484,0.0005878331459039983,0.002524267913731794,0.05070928609019736,0.028009795393755164,0.0020615219492056756,0.3111216197285162,0.001508318303149402,0.0002989542543658976,0.00201671313441884,0.06628733292474899,0.03881061398976161,0.0014384160190008986,0.4730573109408681,0.002056581097502829,0.00024113768832939963,0.002075865000833476,0.04449381629370333,0.026255538745683583,0.0010201464119956266,0.3186681661339052,0.0014034408656183287,0.00016062691390538342,0.0014299512095924743,0.3577502970591658,0.22445752950653297,0.029403360069270676,0.19758722220311112,0.015101785360902283,0.0010077389900598744,0.009042027260580418,1.1591558871895786,0.6907723434804732,0.07001170583830918,4.347569966486379,0.05631700832205623,0.005378724337387872,0.03823931850165886
H-117,High,0.014751019111345756,0.010046689094897737,0.0010074510660828136,0.12022247764077434,0.0034915357148721684,0.00020077751804153886,0.001489567042141274,0.04115989300490533,0.024640943160240313,0.003049341951384355,0.2996516186169998,0.00859748806406322,0.0004938919510571161,0.003999746082915686,0.11471135350031852,0.07118899304804276,0.004963896602846403,0.49906225982289587,0.005803961786239383,0.0008194594057360994,0.005663935243959574,0.28324402261595655,0.15620421647298602,0.019521560717925834,1.008762368786193,0.011925164453746577,0.0012128777068653172,0.007003666054978669,0.10120745134417805,0.05783769346778172,0.003937476855721809,0.6458711198030886,0.003919141119665096,0.00039841369787315376,0.0030269742251349445,0.09004125029874088,0.04992569760756785,0.003501187911950454,0.44455801206891427,0.0025886442491380793,0.0005825018265581537,0.002524954319402233,0.05097788845421994,0.028695333141035038,0.0020304255628688594,0.3002667708233035,0.0014822795900159636,0.000295229616460442,0.0020106285723435137,0.06683554899456583,0.03898998059745349,0.0014980316183245107,0.47657713972707216,0.0020714182536234462,0.0002505871089579142,0.00209016549815481,0.04482698861225541,0.026235327707465568,0.0009978151691682558,0.3170985593659501,0.0013675142650165322,0.00016041559003180975,0.0014009780855060905,0.34849701973804353,0.2243400836133908,0.030531294406149975,0.19975860706095805,0.014743430628579107,0.0009979412045288594,0.008894674361530049,1.1581581719714429,0.6904734311051117,0.07104645570736957,4.374988509772777,0.05609592203523209,0.005391321202143176,0.038234735379562707
H-118,High,0.015239946139467775,0.009834739776042736,0.0009963801679084444,0.12027657421455311,0.003445141604767275,0.00020533343712695956,0.0014784703754836114,0.03903131543226321,0.025236085147385876,0.0029928862202328937,0.308712267785857,0.00862328153058866,0.0005082611413834784,0.00382195454858727,0.11831094914231566,0.0732782685119197,0.005074937062593991,0.4904370125467529,0.005932242278782837,0.0008100701218421005,0.0053824958485024854,0.27481133452183165,0.1651077785483921,0.019845970088385376,0.9762272935925879,0.011944690510368717,0.001195248972830078,0.007100823626687304,0.09967098404829859,0.0568479097541393,0.004021465316010884,0.6440999342416233,0.003972202115020644,0.000403800056620912,0.003003372832434454,0.09209837630168909,0.049235106398632884,0.003492484467397423,0.4537831133687588,0.002516725998014583,0.0006064815068792516,0.002495283478158503,0.052099818915732905,0.028174711310960627,0.002012061731345755,0.2919487799972533,0.0014883182415446606,0.0003035755118913739,0.002023931544294997,0.06645113138559111,0.03901577538990247,0.0014000213151248743,0.47178200634463985,0.002147869484341289,0.00023957471533988942,0.0021407371879077386,0.04319660092630657,0.026011112290602677,0.0010020326445764264,0.3174162388486313,0.001393433178787447,0.0001587461252841134,0.0013728268701554296,0.35474112159480364,0.22301155849321458,0.029838310232168274,0.19736023681813758,0.015044041143141599,0.0010011820084830664,0.00901082625373384,1.163498920571499,0.6965903482491543,0.07179277544114526,4.366501653363234,0.05652329773193574,0.005370168454215827,0.03803917937964635
H-119,High,0.015040508964670065,0.009846003248660999,0.0010149816309295212,0.11705537388787923,0.003588408605935743,0.00020921034765353965,0.0014728103647736255,0.03991350461337784,0.02546260888827842,0.0030063791490283795,0.3013248050306581,0.00866727285887032,0.0004944937671776077,0.003954531016616386,0.11956950305532962,0.07014832836302076,0.0049727204704851586,0.4938681432409118,0.006025596382671452,0.0008109410530189628,0.005375150313427271,0.2789433497861152,0.1576996834660474,0.019872561448841815,0.9893940190628754,0.012168877460747778,0.0011763704311867809,0.007083136423794717,0.10057822405987561,0.057042468057394116,0.004052265385537771,0.6667180918974247,0.004004373701559155,0.0003991211924024558,0.0029790834926863756,0.09101582320935532,0.05054382443334838,0.003469825551336689,0.45196732851364424,0.002560425566280828,0.0005857853690420822,0.0024856463254945187,0.049400983209417985,0.027647409521824665,0.0019823178628623974,0.3044823816379992,0.0014664469904970782,0.00030257090729862636,0.0020164255239235413,0.06849294193032915,0.039374265094310905,0.0014711545694934514,0.4715896079352036,0.002125127080141994,0.00024062930641037238,0.0020847393564668386,0.044912111042744236,0.02580806003367846,0.0010036649580645299,0.3174986483603084,0.0014075677270076346,0.000157736025211443,0.0013931489797042074,0.35108259388592017,0.22095543302035636,0.03041489445040713,0.19619152847094593,0.014941794517535967,0.000982376051722661,0.009365149937831104,1.1588720507872894,0.6919633429715939,0.07125289818014038,4.3363857361874265,0.05591511330938994,0.005420377361392962,0.038143150990402615
H-120,High,0.015209307777518753,0.009759115779709126,0.000998686148513519,0.12294031996537386,0.0034888932832624147,0.0001977036059084123,0.0014841670575853423,0.03984910473559006,0.025110364070248168,0.003070426891866227,0.29742187143124804,0.008406110471918936,0.0004989696908517978,0.00396230997115851,0.11848539944445874,0.07191443224906165,0.005154069188358896,0.4929708984926425,0.005919713519647258,0.0007883748116259706,0.005550932417253778,0.28307962403222686,0.16074395153065155,0.020006081284149137,0.9778106351382667,0.01242039789238422,0.001194826102608526,0.007064498109504565,0.10301700693834458,0.057463984372961276,0.003887115877137692,0.6427273202607968,0.003985240271333166,0.0003997645851096635,0.0030933036988481486,0.09022736122581004,0.04876448487403816,0.003476575513032521,0.45253876733119025,0.0025315453385003515,0.0005901327773099765,0.0024650701045197576,0.05022522352642128,0.027908721859108754,0.0019651804302703566,0.3080222173548811,0.001497886583391818,0.0003088104735345949,0.0020391244325866564,0.06705506002238423,0.040167634356146245,0.0015084264561075538,0.4734594327284445,0.002084877156453589,0.00023983671538551797,0.002094378075524718,0.04499306920163913,0.02612237381759441,0.0010184288381288472,0.3232674361751764,0.0013851363390037918,0.0001563938218322552,0.0013830499241048932,0.3639119329509309,0.2233676823979829,0.030282227381608552,0.20410473003998603,0.014846274082639716,0.0010019805276637143,0.009113044211843006,1.1596345101765924,0.6831049502195604,0.07138722271278104,4.331901367365434,0.05621205953897379,0.005410760746033847,0.038052905929777725
H-121,High,0.01496083782896934,0.009745323849783386,0.0010075875004293018,0.12035768155382368,0.003601366823038002,0.00019524810640339933,0.001490712331509948,0.04039316915335392,0.024644030678454408,0.003014259329742548,0.29965656694642334,0.008594804915898077,0.00049931835670012,0.003990930040505712,0.11801163264389468,0.07099494938315626,0.004873641945819402,0.4910061061524913,0.005953981703114785,0.0008073138673013313,0.005580284763207335,0.2877890482248825,0.16028369104239476,0.02016803786108356,1.0156809796240567,0.011864627203547045,0.0011962915169477994,0.007033766322841761,0.09980082218846727,0.057898987307525275,0.003990864413424769,0.6512122867738981,0.00404590324195409,0.0004021032525808795,0.0030612866638412306,0.09123039258788905,0.049591759902420186,0.0034885860113785185,0.4634527309291563,0.002511418844901083,0.0005956481908986225,0.002490453259394861,0.04943550172328039,0.028363092162558994,0.0019966455384427683,0.2951867716392761,0.0015162836158068285,0.00029552452693044646,0.002005823893549771,0.06841446613948649,0.03970278992965617,0.0014914017113186258,0.4710808428112446,0.0020995374217591886,0.0002400641090619472,0.0020865172506203977,0.04455995411866073,0.025421273845986987,0.0009790266371064841,0.3173229333396913,0.001410512376985232,0.00016174660772419214,0.0013701724587449116,0.36092309425839714,0.22037022167446488,0.029460569320852222,0.20065802317498524,0.015163293487083953,0.0009946045577025008,0.009195726036545357,1.1736909845545354,0.6873527111707323,0.07071426248456202,4.355254152752114,0.05666113459615084,0.005354665034355401,0.03811127917367001
H-122,High,0.015259905550502814,0.009432964928465883,0.0009923154406513638,0.12089261930438713,0.003543789589023743,0.0002042040979282318,0.001483208302008848,0.03965492962741542,0.024737581727735457,0.0029367351023801462,0.3034578336229582,0.008177776850975864,0.0005028124311051765,0.003997292431146419,0.1209290991018186,0.07438806389825824,0.004971492010092561,0.49963007769274215,0.005941226254977927,0.0007969042334241693,0.005610640532035847,0.28449052508305755,0.16073070257173835,0.020197459341925975,1.0218524666408628,0.012048123667036956,0.0012086843239760255,0.007018844191142362,0.09891632179352605,0.05832166921538227,0.004050306718094255,0.6467445799603836,0.0038935724666950876,0.0004009996972535848,0.0029794857249748436,0.08911870385284243,0.049974854594254325,0.0033606955895823507,0.45339871786771935,0.0025268351212375806,0.0006134814476980418,0.0025019593216940193,0.05159903021819074,0.028713554133236032,0.002019308573132593,0.30170287642150456,0.0015051234185459268,0.00030137607689838226,0.0019709927944280923,0.0678687482280875,0.039293560731727746,0.0014859403081786725,0.4916768207319681,0.002088189920821078,0.00023438174669265032,0.00208239802892451,0.04486344750569888,0.026081806425514553,0.0010043256277637556,0.31391641005332643,0.001419845372055767,0.00015856329883025396,0.0014085920957365862,0.35365199046203966,0.2147166146215234,0.030405977918042608,0.19589311317823901,0.014923892453085905,0.000994121814394875,0.009032695693012982,1.1681329730548458,0.6814000467328069,0.07290198196942956,4.314289960041232,0.05651125470993085,0.0054222013825500045,0.038456533618050945
