Sample_ID,Grade,Prep_of_Mining__Electricity_kWh,Prep_of_Mining__Carbon_kgCO2e,Prep_of_Mining__NaturalGas_Nm3,Prep_of_Mining__WasteWater_L,Prep_of_Mining__LiquidFuel_L,Prep_of_Mining__Fluorine_g,Prep_of_Mining__SO2_g,Actual_Mining__Electricity_kWh,Actual_Mining__Carbon_kgCO2e,Actual_Mining__NaturalGas_Nm3,Actual_Mining__WasteWater_L,Actual_Mining__LiquidFuel_L,Actual_Mining__Fluorine_g,Actual_Mining__SO2_g,Grinding__Electricity_kWh,Grinding__Carbon_kgCO2e,Grinding__NaturalGas_Nm3,Grinding__WasteWater_L,Grinding__LiquidFuel_L,Grinding__Fluorine_g,Grinding__SO2_g,Pressure_Digestion__Electricity_kWh,Pressure_Digestion__Carbon_kgCO2e,Pressure_Digestion__NaturalGas_Nm3,Pressure_Digestion__WasteWater_L,Pressure_Digestion__LiquidFuel_L,Pressure_Digestion__Fluorine_g,Pressure_Digestion__SO2_g,Clarification__Electricity_kWh,Clarification__Carbon_kgCO2e,Clarification__NaturalGas_Nm3,Clarification__WasteWater_L,Clarification__LiquidFuel_L,Clarification__Fluorine_g,Clarification__SO2_g,Precipitation__Electricity_kWh,Precipitation__Carbon_kgCO2e,Precipitation__NaturalGas_Nm3,Precipitation__WasteWater_L,Precipitation__LiquidFuel_L,Precipitation__Fluorine_g,Precipitation__SO2_g,Seed_Separation__Electricity_kWh,Seed_Separation__Carbon_kgCO2e,Seed_Separation__NaturalGas_Nm3,Seed_Separation__WasteWater_L,Seed_Separation__LiquidFuel_L,Seed_Separation__Fluorine_g,Seed_Separation__SO2_g,Washing_Filtering_1__Electricity_kWh,Washing_Filtering_1__Carbon_kgCO2e,Washing_Filtering_1__NaturalGas_Nm3,Washing_Filtering_1__WasteWater_L,Washing_Filtering_1__LiquidFuel_L,Washing_Filtering_1__Fluorine_g,Washing_Filtering_1__SO2_g,Washing_Filtering_2__Electricity_kWh,Washing_Filtering_2__Carbon_kgCO2e,Washing_Filtering_2__NaturalGas_Nm3,Washing_Filtering_2__WasteWater_L,Washing_Filtering_2__LiquidFuel_L,Washing_Filtering_2__Fluorine_g,Washing_Filtering_2__SO2_g,Calcination__Electricity_kWh,Calcination__Carbon_kgCO2e,Calcination__NaturalGas_Nm3,Calcination__WasteWater_L,Calcination__LiquidFuel_L,Calcination__Fluorine_g,Calcination__SO2_g,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,Total__LiquidFuel_L,flourine_g,so2_g
M-011,Medium,0.019780328,0.01155562,0.001224409,0.147074479,0.004579673,0.000250392,0.002006842,0.043242005,0.030856987,0.003640895,0.384101601,0.01069922,0.000680597,0.004629555,0.156418704,0.096683357,0.007212024,0.631524275,0.007949316,0.000929315,0.006140953,0.382142374,0.207931764,0.027807838,1.194659998,0.016078518,0.001732006,0.00932534,0.13212138,0.075438063,0.004718054,0.912582089,0.005012589,0.000535478,0.003540346,0.10885819,0.07050356,0.004456767,0.635159803,0.003234999,0.000695236,0.003421054,0.062737763,0.037900504,0.002603867,0.35449285,0.001968902,0.000440535,0.002675624,0.085508834,0.053916675,0.001974237,0.631714212,0.002554172,0.000316305,0.002896779,0.054378457,0.03664073,0.001292966,0.394210585,0.001927126,0.00020448,0.001901557,0.44716774,0.284990494,0.040135682,0.264462361,0.017204141,0.001214001,0.012341572,1.492355775,0.906417752,0.09506674,5.549982253,0.071208655,0.006998345,0.048879622
M-012,Medium,0.019347977,0.011968383,0.001195797,0.146062107,0.004007248,0.000258446,0.00188115,0.049034508,0.032369373,0.00398375,0.438164484,0.010064328,0.000694462,0.005498548,0.14882923,0.09472235,0.006324498,0.657121157,0.008494502,0.00107716,0.007364556,0.354758677,0.189787657,0.02568021,1.392546845,0.014194395,0.00146289,0.009167793,0.122447698,0.07187438,0.00507004,0.776917144,0.004901139,0.000541581,0.003599174,0.105969889,0.062583854,0.004746493,0.578203244,0.003160917,0.000782041,0.002915261,0.066897196,0.037223465,0.002537212,0.413146323,0.001820282,0.000415953,0.002623699,0.084096303,0.050640552,0.001937659,0.668925935,0.002556579,0.000297964,0.002896917,0.055190189,0.035595843,0.001430347,0.406138343,0.001893165,0.000193842,0.001901043,0.460353537,0.293982048,0.037514539,0.23451898,0.020078992,0.001141737,0.011480933,1.466925204,0.880747906,0.090420545,5.711744563,0.071171546,0.006866076,0.049329075
M-013,Medium,0.02058283,0.012489826,0.001449438,0.165435105,0.004374461,0.000260419,0.00194455,0.047145882,0.030696785,0.003770969,0.343146566,0.011080963,0.000640448,0.004686756,0.159720375,0.097553336,0.006587068,0.637571985,0.008072182,0.001081738,0.007279678,0.346290627,0.211394445,0.027833867,1.254238551,0.017530943,0.001511621,0.009117399,0.124842035,0.076393243,0.004665486,0.817777086,0.004864937,0.000524152,0.004128822,0.121459381,0.055904686,0.005098194,0.595191587,0.003101106,0.000787231,0.003283784,0.062442635,0.036825046,0.002506814,0.380695631,0.001871044,0.000357034,0.002622371,0.088762903,0.052240171,0.002044332,0.635940909,0.002644194,0.000327457,0.002511345,0.054160414,0.031877192,0.00138284,0.439139801,0.001872327,0.000221155,0.001725583,0.464358036,0.283887807,0.040948676,0.25823246,0.019057123,0.001341488,0.01230482,1.489765118,0.889262537,0.096287684,5.527369682,0.07446928,0.007052743,0.049605109
M-014,Medium,0.018731069,0.012305497,0.001218818,0.133007846,0.004603813,0.000269341,0.001980151,0.046018745,0.031827246,0.003389558,0.421516822,0.010341947,0.000698145,0.005490193,0.147710966,0.087344308,0.006634367,0.617620173,0.007847163,0.001010374,0.006398618,0.316098469,0.210781869,0.02513857,1.257578011,0.016240473,0.001668004,0.008953671,0.127387608,0.077624936,0.004783692,0.856125296,0.005369319,0.000540869,0.003454353,0.111744365,0.06163186,0.004576815,0.601592899,0.003536994,0.000757222,0.00315459,0.069408992,0.037036929,0.002794458,0.396643631,0.001816874,0.000359325,0.002361998,0.089151439,0.05425545,0.002162769,0.655039766,0.002917298,0.000301323,0.002543736,0.060068848,0.034632939,0.001308241,0.425507646,0.001854704,0.000223755,0.001959056,0.469609595,0.300272078,0.040182858,0.252925656,0.020370428,0.001193042,0.012427501,1.455930095,0.907713113,0.092190146,5.617557747,0.074899013,0.007021399,0.048723867
M-015,Medium,0.018125701,0.012558251,0.001235177,0.161093392,0.004540893,0.000235536,0.001998401,0.050226939,0.034189599,0.003900305,0.399098637,0.010425713,0.000627399,0.00505929,0.16388509,0.102863147,0.006191217,0.691297126,0.006801514,0.000966725,0.006745539,0.334953523,0.188566203,0.02663354,1.283581008,0.015949205,0.001623551,0.00924261,0.135045044,0.075090679,0.00483583,0.897737326,0.00501926,0.000491296,0.003859061,0.110698866,0.063399154,0.004642361,0.597023015,0.003077841,0.000757556,0.003456003,0.066903694,0.04085641,0.002781032,0.416330184,0.001790326,0.000407576,0.002591853,0.08301082,0.051202584,0.002058747,0.642438616,0.002588504,0.000325667,0.002627304,0.057931262,0.033195059,0.001283213,0.434806668,0.001708304,0.000231871,0.001624452,0.438955611,0.292246955,0.040344507,0.258458702,0.019433972,0.001331489,0.011540493,1.459736551,0.894168042,0.093905929,5.781864674,0.071335532,0.006998667,0.048745006
M-016,Medium,0.021102855,0.012961592,0.001366946,0.147107494,0.004528688,0.000255391,0.001834306,0.053104984,0.031469064,0.004050808,0.365374892,0.012170729,0.000615626,0.005267282,0.163288273,0.090448695,0.006826922,0.602860809,0.008468265,0.001040868,0.006898404,0.357574772,0.217927057,0.025103446,1.242524265,0.015396098,0.001451672,0.01007745,0.125655753,0.07909953,0.005264265,0.795916055,0.005198173,0.000544053,0.003856681,0.125236059,0.068917512,0.004796683,0.569134947,0.00304294,0.000751763,0.003287629,0.067093092,0.031736333,0.002598755,0.393637633,0.001918069,0.000419712,0.002664701,0.092432453,0.050053997,0.002057857,0.684196604,0.002941274,0.000291896,0.00268914,0.056035138,0.034775671,0.001352643,0.395410218,0.001827284,0.000183211,0.001974836,0.441245314,0.286942648,0.038287496,0.277580063,0.016235449,0.001298726,0.011626953,1.502768693,0.904332101,0.091705821,5.47374298,0.071726969,0.006852919,0.050177382
M-017,Medium,0.018978091,0.013607815,0.001231942,0.163103612,0.004645636,0.000279352,0.00187324,0.049751251,0.034601714,0.003997866,0.354450992,0.0106984,0.000664818,0.005457026,0.149748361,0.077506313,0.006700656,0.603200702,0.006871621,0.000866208,0.007493378,0.366762188,0.205230745,0.028130763,1.348882803,0.017087643,0.001431813,0.00908145,0.117599808,0.07437957,0.005123725,0.876239823,0.005213979,0.000539126,0.004061862,0.131875473,0.063790837,0.004297382,0.593493576,0.003096163,0.0008482,0.003195693,0.062831015,0.035387802,0.002710205,0.386370242,0.001876176,0.00042832,0.002468664,0.085980043,0.052651243,0.001762315,0.641681271,0.002560054,0.000327146,0.002574946,0.059537957,0.036005252,0.001366072,0.422168316,0.001795163,0.000200926,0.00197796,0.436222051,0.268500547,0.040531014,0.247787261,0.018406952,0.001189276,0.011366647,1.479286238,0.861661839,0.095851941,5.637378597,0.072251786,0.006775184,0.049550864
M-018,Medium,0.019404836,0.012527129,0.001372965,0.160849568,0.00449876,0.00025696,0.002008694,0.055904245,0.032742207,0.003792053,0.367154153,0.010107798,0.000675551,0.005377324,0.161314054,0.092889491,0.007039559,0.631434056,0.008239615,0.001037623,0.006893367,0.376725181,0.213027054,0.026547596,1.306234055,0.015565123,0.001779826,0.009735827,0.135544082,0.07589735,0.005508996,0.87082463,0.00520804,0.000510687,0.003881381,0.095114551,0.065807654,0.004418869,0.639971005,0.003253709,0.000725284,0.003240435,0.060988126,0.03741669,0.002644631,0.41203989,0.001859009,0.000390783,0.002390606,0.089351107,0.052252099,0.002007042,0.624059606,0.002796807,0.000341533,0.00268408,0.0576679,0.031634047,0.001233404,0.418400729,0.00193854,0.000204855,0.001794667,0.444077166,0.276976516,0.039678729,0.237032068,0.020973721,0.001248962,0.01219833,1.496091248,0.891170238,0.094243846,5.66799976,0.074441124,0.007172062,0.050204711
M-019,Medium,0.018038867,0.01283735,0.001351538,0.159536196,0.004283046,0.000263828,0.001813889,0.051224522,0.0344739,0.004083321,0.39034936,0.010414475,0.000674758,0.005205946,0.134643815,0.097921995,0.006490707,0.696114005,0.007295957,0.000845077,0.007267732,0.370261622,0.187252078,0.024498982,1.511325201,0.015318716,0.001627277,0.008750661,0.113967377,0.074642589,0.005118513,0.82506407,0.005164828,0.000528108,0.003865458,0.108274565,0.066864519,0.004026691,0.514231912,0.003391738,0.000803333,0.003238994,0.059648455,0.03487969,0.002559695,0.35327848,0.001864975,0.00040501,0.002818949,0.083676737,0.052962884,0.001729787,0.648278357,0.002600508,0.000317658,0.002690095,0.061656133,0.0320562,0.001348137,0.409139769,0.001803001,0.000205744,0.001729192,0.454621513,0.284942874,0.039555094,0.261296309,0.020418093,0.001370833,0.010974755,1.456013607,0.878834079,0.090762465,5.768613659,0.072555336,0.007041627,0.04835567
M-020,Medium,0.020499523,0.011485576,0.001345089,0.161704076,0.004036907,0.000261426,0.0018961,0.049672108,0.035090259,0.003749588,0.371445267,0.011099349,0.000676292,0.005156542,0.166735275,0.09653226,0.005664656,0.629694942,0.00754144,0.001069414,0.006042721,0.418742533,0.214516752,0.026228377,1.390626244,0.017757099,0.001640144,0.009609418,0.131002392,0.074770409,0.005054026,0.803814187,0.004989224,0.000478565,0.003882542,0.10537074,0.065732165,0.004540247,0.590071472,0.003149881,0.000921597,0.003510802,0.06022718,0.036900108,0.002506732,0.366656821,0.001795825,0.000399945,0.002495476,0.090699329,0.053672701,0.002108069,0.592618529,0.002806567,0.000323642,0.002653624,0.054595424,0.037009706,0.001317449,0.431609192,0.001731725,0.000193037,0.001758852,0.451670646,0.268042352,0.038977347,0.23409833,0.018211385,0.001351459,0.012116797,1.549215148,0.893752287,0.09149158,5.57233906,0.073119404,0.007315521,0.049122874
M-021,Medium,0.019049146,0.011608406,0.001221198,0.152564439,0.004723021,0.000274239,0.001892874,0.048461085,0.03301359,0.003710505,0.378075007,0.011914014,0.00068172,0.005248467,0.144293258,0.094767416,0.006907529,0.635594449,0.008421783,0.001119323,0.007851846,0.370555401,0.215208471,0.028169363,1.334315115,0.015138664,0.001518716,0.00922808,0.120101394,0.074762698,0.005536421,0.735755039,0.005670779,0.000554434,0.003794208,0.120751027,0.065012072,0.004880191,0.618917309,0.002981536,0.000807026,0.003210571,0.065317663,0.034836178,0.002868164,0.413931822,0.001864889,0.000359291,0.002540838,0.087999539,0.051418528,0.002094173,0.653081684,0.002886168,0.000318017,0.002506226,0.056539557,0.035914031,0.001296048,0.42834785,0.001785773,0.000195362,0.001806755,0.463296379,0.274935925,0.038457628,0.245588634,0.020787691,0.001277415,0.012702837,1.496364448,0.891477316,0.09514122,5.596171349,0.076174319,0.007105543,0.050782701
M-022,Medium,0.021258824,0.012290946,0.001222652,0.136801396,0.004154832,0.000238925,0.002108593,0.05235535,0.033247067,0.003389081,0.362434792,0.011628332,0.000660998,0.005154837,0.161198809,0.10263353,0.00641523,0.652660332,0.007888633,0.00118678,0.006264387,0.378672897,0.206591147,0.026869428,1.249579525,0.015554933,0.001625478,0.010771321,0.136197638,0.071627295,0.005069991,0.82239504,0.004649097,0.000509873,0.004068624,0.108203976,0.069020931,0.004680943,0.559657937,0.003222862,0.000853555,0.003390658,0.065033685,0.035889551,0.002611752,0.378224321,0.001707849,0.000436991,0.002623827,0.087815501,0.050526781,0.001865425,0.617155004,0.002472385,0.000353917,0.002531157,0.05371732,0.032922035,0.001398795,0.416356109,0.001687264,0.000223393,0.001898495,0.469454286,0.2980773,0.044509427,0.293519356,0.018709934,0.001424552,0.011964501,1.533908287,0.912826582,0.098032724,5.488783811,0.071676119,0.007514461,0.0507764
M-023,Medium,0.02007421,0.011116927,0.001286931,0.148518772,0.004772292,0.00027643,0.00171133,0.051932397,0.034651169,0.003857045,0.406775754,0.011278942,0.000663103,0.005116761,0.14480259,0.087406462,0.006772037,0.650746224,0.007736257,0.00101399,0.007021256,0.386483478,0.203885885,0.023942807,1.357038091,0.015411432,0.00156289,0.009963109,0.129842301,0.076686462,0.004838306,0.834048379,0.005387003,0.000472281,0.003946214,0.117695761,0.065158337,0.004828425,0.596543145,0.00353342,0.000734275,0.003276064,0.06532393,0.034103669,0.002746696,0.443490733,0.001948043,0.000401621,0.002612965,0.082187692,0.04525356,0.001868801,0.57275366,0.00300448,0.000309881,0.002674283,0.060200716,0.031563004,0.001241182,0.417670766,0.001930469,0.000214157,0.001846665,0.457097071,0.29275358,0.039464003,0.244200225,0.019553014,0.001217648,0.011755971,1.515640145,0.882579055,0.090846233,5.67178575,0.074555352,0.006866275,0.049924618
M-024,Medium,0.018947015,0.01420032,0.00129694,0.143075379,0.004513979,0.000267967,0.002142521,0.05019156,0.029465694,0.004087954,0.358232424,0.010765648,0.00064012,0.005178636,0.16234307,0.089824698,0.006395025,0.649452732,0.007868845,0.001046003,0.007333929,0.382122297,0.212818406,0.0266958,1.178643483,0.01564623,0.001604134,0.009491369,0.12468967,0.072468198,0.005023866,0.871742915,0.005517195,0.000507499,0.004108922,0.117852381,0.064523364,0.004493254,0.610769291,0.00331243,0.000884733,0.003086586,0.06698692,0.035263488,0.002466651,0.389749947,0.001965802,0.000457147,0.002571752,0.080078809,0.051516657,0.001711313,0.620614519,0.002732581,0.000326627,0.002886821,0.055500553,0.033499646,0.001241239,0.388312833,0.001853277,0.000192371,0.001775477,0.428284555,0.295275354,0.043145091,0.24003364,0.017368102,0.001290421,0.011710836,1.48699683,0.898855825,0.096557132,5.450627163,0.071544089,0.007217022,0.05028685
